Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCenterDistrict,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_Flag,PFIRM15_Flag,Version,price_sf
MN,1535,7,108,154,8000,2,5,10128,L013,19,12,3300,1,8,5B,207 EAST 89 STREET,R8B,,,,,,,,,,N,C5,2,0,,207--211 E.89 REALTY,7550,27500,0,27500,0,0,0,0,0,0,2,1,5,51,51,75,100.67,75,71,,3,N,5,2,472500,3059100,0,0,1920,1988,0,,,3.64,4,0,4,1,1015350007,0,154,997637,223678,9a,,108S035,10514,,0,,1,,,17v1.1,111.24
MN,64,5,101,15.02,1008,2,1,10038,E004,1,15,7700,1,1,,53 NASSAU STREET,C5-5,,,,,,LM,,,,N,S3,4,0,P,53 NASSAU COMMONS LLC,915,4134,1734,2400,0,1734,0,0,0,0,2,1,4,3,4,15.5,49.75,16,50,,3,Y,5,5,65158,459899,0,0,1900,2007,0,,,4.52,10,15,15,1,1000640005,0,1502,981720,197594,12b,,101S011,10102,,0,,1,,,17v1.1,111.2479439
MN,1841,160,107,189,4000,3,7,10025,E076,24,16,3210,1,7,5A,70 WEST 106 STREET,R8A,,,,C1-5,,,,,,N,C7,4,0,P,SAI NIWAS LLC,2513,8090,1618,6472,0,1618,0,0,0,0,2,1,5,14,16,25,100.5,25,70,,2,N,5,2,135000,900000,0,0,1900,1981,0,,,3.22,6,0,6,1,1018410160,0,189,994603,230311,5d,,107S048,10702,,0,,1,,,17v1.1,111.2484549
MN,799,63,104,91,1003,2,3,10011,E001,13,15,5200,1,4,2A,140 WEST 24 STREET,M1-6,,,,,,,,,,N,L8,6,0,P,142 WEST 24TH STREET,1852,3980,3980,0,0,0,0,3980,0,0,2,1,3,0,3,18.75,98.75,19,94,E,3,N,5,2,168750,442800,0,0,1920,0,0,,,2.15,0,10,10,1,1007990063,0,91,985851,210381,8d,,105S011,10305,,0,,1,,,17v1.1,111.2562814
MN,564,19,102,61,3002,2,2,10003,L003,6,15,5700,1,2,3A,827 BROADWAY,C6-1,,,,,,,,,,N,L8,6,0,,YH BROOME LLC,6230,22254,6374,15880,3187,3187,0,0,0,0,2,2,4,0,10,37.5,116.75,37.5,85,,3,Y,5,2,408600,2475900,0,0,1910,1986,0,,,3.57,3.44,6,6.5,1,1005640019,0,61,986622,206587,12c,,103 026,10207,,0,,1,,,17v1.1,111.2564033
MN,204,33,102,41,3002,2,1,10013,L006,5,15,6800,1,2,,179 CANAL STREET,C6-1G,,,,,,LI,,,,N,O5,5,0,P,"CRESPO, FRANCISCO",1572,7875,7875,0,5000,1551,0,1324,0,0,2,1,5,0,6,20.83,74.75,21,64,E,3,Y,5,2,135000,876150,0,0,1915,0,0,,,5.01,3.44,6,6.5,1,1002040033,0,41,984976,200477,12c,,101N049,10105,,0,,1,,,17v1.1,111.2571429
MN,1547,7,108,146.01,4000,2,5,10028,L013,19,13,3700,1,8,4B,311 EAST 84 STREET,R8B,,,,,,,,,,N,C6,2,0,,311 313 EAST 84TH STR,2554,8878,0,8878,0,0,0,0,0,0,2,1,5,18,18,25,102.17,25,71,,3,N,5,0,139050,987750,4720,4720,1925,1987,0,,,3.48,4,0,4,1,1015470007,0,14601,997573,222170,9a,,108S026,10515,,0,,1,,,17v1.1,111.2581663
MN,722,45,104,93,5000,2,3,10001,E003,10,15,5200,1,4,2B,406 WEST 25 STREET,R8A,,,,,,,,,,N,C4,2,0,P,IC BUSINESS MANAGMENT,2468,9800,0,9800,0,0,0,0,0,0,2,1,5,20,20,25,98.75,25,83,,3,N,5,2,35100,1090350,0,0,1910,1985,0,,,3.97,6,0,6,1,1007220045,0,93,983960,211722,8d,Y,105S005,10302,,0,,1,,,17v1.1,111.2602041
MN,344,68,103,22.01,2000,1,2,10002,L018,7,14,7600,1,3,2A,85 PITT STREET,R7A,,,,,,,,,,N,C7,4,0,,85 PITT STREET LLC,3030,12178,2000,10178,0,2000,0,0,0,0,2,1,6,21,24,50.5,60,51,42,,3,N,5,2,292500,1354950,0,0,1920,0,0,,,4.02,4,0,4,1,1003440068,0,2201,989071,201090,12c,,102 005,10201,,0,,1,,,17v1.1,111.262112
MN,1466,37,108,124,3000,2,5,10021,L016,19,13,4300,1,8,2B,420 EAST 72 STREET,R10A,,,,C1-5,,,,,,N,D4,3,0,,420 EAST 72ND ST TENA,20433,238180,14730,223450,3830,0,10000,0,0,900,2,1,19,191,194,200,102.17,200,102,,3,N,5,2,3258000,26501400,528786,528786,1962,0,0,,,11.66,10,0,10,1,1014660037,0,124,996619,218797,9a,,1.06E+69,10512,,0,,1,,,17v1.1,111.2662692
